chapter_no,section_no,section_name,id,question_en,question_ur,option_a_en,option_a_ur,option_b_en,option_b_ur,option_c_en,option_c_ur,option_d_en,option_d_ur,correct_option
chapter1,1.3,careers_in_biology,347677,What does MBBS stand for?,ایم بی بی ایس کا کیا مطلب ہے؟,Bachelor of Medicine and Bachelor of Surgery,بیچلر آف میڈیسن اور بیچلر آف سرجری,Master of Biology and Biological Studies,ماسٹر آف بائیو لوجی اور بائیولوجیکل علوم,Bachelor of Medical Biological Science,بیچلر آف میڈیکل بائیولوجیکل سائنس,Master of Biochemical Biological Studies,ماسٹر آف بائیو کیمیکل بائیولوجیکل اسٹڈیز,A
chapter1,1.3,careers_in_biology,347678,What does the field of forensic science involve?,فارنسک سائنس کے شعبے میں کیا شامل ہے؟,Garden management,باغ کا انتظام,Examination of evidence from crime scenes,جرائم کے مناظر سے شواہد کی جانچ,Livestock management,مویشیوں کا انتظام,Drug development,منشیات تیار کرنا,B
chapter1,1.3,careers_in_biology,347679,What is the role of horticulturist?,ہورٹیکلچرسٹ کا کردار کیا ہے؟,Disease diagnosis,بیماری کی تشخیص,Plant Breeding and cultivation,پودوں کی افزائش اور کاشت,Performing Surgeries,سرجری کرنا,Developing medicines,ادویات تیار کرنا,B
chapter1,1.4,Quranic_instructions,336332,Living things consists of........percent of water:,جاندار چیزیں ........ فیصد پانی پر مشتمل ہیں:,60-90,,75-90,,80-90,,85-90,,A
chapter1,1.4,Quranic_instructions,347680,We made every living thing from water? This verse is from which sura?,کیا ہم نے ہر جاندار چیز کو پانی سے بنایا ہے؟ یہ آیت کس سورہ کی ہے؟,Al-Rehman,الرحمن,A-Mominoon,المومنین,Al-Ambia,الانبیاء,Al-Noor,النور,C
chapter1,1.5,science_as_a_collaborative_field,336333,Human genome project was completed in:,ہیومن جینوم پراجیکٹ کب مکمل ہوا:,2001,,2002,,2003,,2004,,C
chapter1,1.5,science_as_a_collaborative_field,336334,"Climate change requires collaboration among many disciplines, such as:",موسمیاتی تبدیلی بہت سے شعبوں کے درمیان تعاون کی ضرورت ہے،، جیسا کہ:,Atmospheric science,ماحولیاتی سائنس,Ecology,ایکالوجی,Economics,اکنامکس,All,تمام,D
chapter1,1.5,science_as_a_collaborative_field,336335,...... often rely on in disciplinary collaboration:,...... اکثر شعباتی تعاون پر انحصار کرتے ہیں:,Climate change research,ماحولیاتی تبدیلی کی تحقیق,Medical research,طبی تحقیق,Robotics and artificial intelligence,روبوٹکس اور مصنوعی ذہانت,Space exploration,خلائی ریسرچ,B
chapter1,1.5,science_as_a_collaborative_field,336337,Robotics and artificial intelligence has led to significant advancement in:,روبوٹکس اور مصنوعی ذہانت نے نمایاں ترقی کی ہے:,Natural language processing,قدرتی زبان کی پروسیسنگ,Genetics,جنیٹکس,Economics,اکنامکس,None,ان میں سے کوئی نہیں,A
chapter1,1.5,science_as_a_collaborative_field,336338,Space exploration involve scientists from the field:,خلائی ریسرچ میں کس فیلڈ کے سائنسدان شامل ہیں:,Sociology,سوشیالوجی,Astrophysics,فلکیاتی فزکس,Oncology,آنکولوجی,Psychology,سائیکالوجی,B
chapter1,1.5,science_as_a_collaborative_field,336339,Most highly interdisciplinary collaboration is:,سب سے زیادہ بین شعباتی تعاون ہے:,Robotics,روبوٹکس,Artificial Intelligence,آرٹیفیشل انٹیلیجنس,Both a and b,الف اور ب دونوں,Medical research,طبی تحقیق,C
chapter1,1.6,scientific_method,336268,Which step comes between making hypothesis and doing experiments?,ہائپو تھیس بنانے اور تجربات کرنے کے درمیان کون سا مرحلہ آتا ہے؟,Making deductions,ڈیڈکشن بنانا,Making observations,مشاہدات کرنا,Summarizing results,نتائج کا خلاصہ کرنا,Analysing data,ڈیٹا کا تجزیہ کرنا,A
chapter1,1.6,scientific_method,336269,Which of the following is not a characteristic of the scientific method?,مندرجہ ذیل میں سے کون سی سائنسی طریقہ کار کی خصوصیت نہیں ہے؟,It relies on evidence,یہ شواہد پر انحصار کرتا ہے,It involves formulating hypotheses,اس میں ہائپو تھیس تیار کرنا شامل ہے,Hypothesis will always be correct,ہائپو تھیس ہمیشہ درست ہوگا,It requires rigorous testing,اس میں ٹیسٹ کرنے کی ضرورت ہوتی ہے,A
chapter1,1.6,scientific_method,336270,Choose the correct sequence of steps of scientific method:,سائنسی طریقہ کار کے اقدامات کی صحیح ترتیب منتخب کریں:,Observations - hypothesis - deduction - experiments,مشاہدات-ہائپوتھیس-ڈیڈکشن-تجربات,Observations - hypothesis - law - theory,مشاہدات-ہائپوتھیس-قانون-تھیوری,Hypothesis - observations - deduction - experiments,ہائپوتھیس-مشاہدات-ڈیڈکش-تجربات,law -  theory - deduction -  observations,قانون۔تھیوری،ڈیڈکشن۔مشاہدات,A
chapter1,1.6,scientific_method,336272,Experiments are very important in scientific method because a researcher.,سائنسی طریقہ کار میں تجربات بہت اہم ہیں کیونکہ ایک محقق:,Always gets correct results,ہمیشہ صحیح نتائج حاصل  کرتا ہے,Disproves many hypotheses and gets some hypotheses proved,بہت سارے ہائپوتھیس کو غلط ثابت کرتا ہے اور کچھ ہائپو تھیس کو ثابت کرتا ہے,Is sure that he will prove the hypotheses,اس بات کایقین رکھتا ہے کہ وہ ہائپو تھیس کو ثابت کرے گا,Gets a chance to work in the laboratory,تجربہ گاہ میں کام کرنے کا موقع حاصل کرتا ہے,B
chapter1,1.6,scientific_method,347682,The starting point of scientific investigation is:,سائنسی تحقیقات کا نقطہ آغاز ہے:,Hypothesis,ہائپوتھیس,Theory,تھیوری,Observation,مشاہدہ,Data,ڈیٹا,C
chapter1,1.6,scientific_method,336341,Which of the following sequence is correct:,درج ذیل میں سے کون سی ترتیب درست ہے:,Hypothesis - observation - deduction - experiment,ہائپوتھیس-مشاہدات-ڈیڈکشن-تجربات,Observation - hypothesis - deduction - experiment,مشاہدات-ہاپوتھیس-ڈیڈکشن-تجربات,Observation - hypothesis - experiment - deduction,مشاہدات-ہائپوتھیس-تجربات-ڈیڈکشن,Observation - deduction - hypothesis - experiment,مشاہدات-ڈیڈکشن-ہائپوتھیس-تجربات,B
chapter1,1.6,scientific_method,347683,Information that is gathered as a result of an experiment is called:,کسی تجربے کے نتیجے میں جمع ہونے والی معلومات کو کہا جاتا ہے:,Hypothesis,ہائپوتھیس,Data,ڈیٹا,Theory,تھیوری,Observation,مشاہدہ,B
chapter1,1.6,scientific_method,336342,Identifying and defining a problem that scientists wants to investigate through scientific inquiry:,کسی مسئلے کی پہچان اور وضاحت کرنا جس کی سائنس دان سائنسی تحقیقات کے ذریعے تحقیق کرنا چاہتے ہیں:,Recognition of a problem,مسئلے کی پہچان,Observation,مشاہدات,Hypothesis,ہائپوپھیس,Deduction,ڈیڈکشن,A
chapter1,1.6,scientific_method,347686,A good hypotheis must be:,ایک اچھے ہائپوتھیس کو ضرور ہونا چاہیے:,Proven right,درست ثابت ہو,Complex,پیچیدہ ہو,Testable and potentially falsifiable,قابل جانچ اور ممکنہ طور پر غلط,Based in a single observation,ایک ہی مشاہدے کی بنیاد پر,C
chapter1,1.6,scientific_method,336343,Which type of observation describe the color and texture of a flower:,کس قسم کا مشاہدہ پھول کے رنگ اور ساخت کو بیان کرتا ہے:,Qualitative observation,معیاری مشاہدات,Quantitative observation,مقداری مشاہدات,Theoretical observation,نظریاتی مشاہدہ,Information based observation,معلومات پر مبنی مشاہدات,A
chapter1,1.6,scientific_method,347687,A well-substained explanations of hypothesis is called:,ایک ہائپوتھیس کی تحقیقی طلب وضاحت کہلاتی ہے:,Observation,مشاہدہ,Deduction,ڈیڈکشن,Experimentation,تجرباتی طریقہ,Experiment,تجربہ,B
chapter1,1.6,scientific_method,336344,Which of the following involves measurements or numerical data:,مندرجہ ذیل میں سے کس میں پیمائش یا عددی ڈیٹا شامل ہے:,Qualitative observation,معیاری مشاہدات,Quantitative observation,مقداری مشاہدات,Theoretical observation,نظریاتی مشاہدات,Information based observation,معلومات پر مبنی مشاہدات,B
chapter1,1.6,scientific_method,347688,Five sense are involved in:,پانچ حسیں شامل ہوتی ہیں:,Hypothesis,ہائپوتھیس,Observation,مشاہدہ,Deduction,ڈیڈکشن,Experiment,تجربہ,B
chapter1,1.6,scientific_method,336345,Tentative answer of scientific problem is called:,سائنسی مسئلے کا عارضی جواب کہلاتا ہے:,Observation,مشاہدہ,Hypothesis,ہائپو تھیس,Deduction,ڈیڈکشن,Experiment,تجربہ,B
chapter1,1.6,scientific_method,347691,The scientific method in which biological problems are solved is termed as:,وہ سائنٹفک میتھڈ جس میں بیالوجیکل پرابلم کو حل کیا جاتا ہے، کہلاتا ہے:,Physical method,فزیکل میتھڈ,Biological method,بیالوجیکل میتھڈ,Chemical method,کیمیکل میتھڈ,Statistical method,سٹیٹسیکل میتھڈ,B
chapter1,1.6,scientific_method,336346,Which of the following statement is not involved in characteristics of hypothesis:,مندرجہ ذیل میں سے کون سا بیان ہائپوتھیس کی خصوصیات میں شامل نہیں ہے:,It is proposed statement to answer the problem,مسئلہ کا جواب دینے کے لیے یہ تجویز کردہ بیان ہے,It always matches with the available observation,یہ ہمیشہ دستیاب مشاہدے سے ملتا ہے,It can be rested through experiments,اسے تجربات کے ذریعے آرام دیا جا سکتا ہے,There is no way to disprove the hypothesis,ہائپوتھیس کو غلط ثابت کرنے کا کوئی طریقہ نہیں ہے,D
chapter1,1.6,scientific_method,347692,Deductions are drawn from:,ڈیڈکشن لی جاتی ہیں:,Experiments,تجربات,Hypothesis,ہائپوتھیس,Theory,تھیوری,Law,قانون,B
chapter1,1.6,scientific_method,336347,Deduction follow the pattern of:,ڈیڈکشن پیٹرن استعمال کرتی ہے:,If-then,اگر-تب,Now- then,ابھی-کبھی,Cause and effect,وجہ-اثر,All can be used,تمام,A
chapter1,1.6,scientific_method,347693,In biological method the next step of hypothesis is called:,بائیو لوجیکل طریقہ میں ہائپوتھیس کا اگلا مرحلہ ہے:,Deduction,ڈیڈکشن,Observation,مشاہدہ,Result,نتیجہ,Experiment,تجربہ,A
chapter1,1.6,scientific_method,336348,Which of the following is the most basic step of scientific method:,مندرجہ ذیل میں سے کون سا سائنسی طریقہ کار سب سے بنیادی مرحلہ ہے:,Observation,مشاہدہ,Hypothesis,ہائپوتھیس,Deduction,ڈیڈکش,Experiment,تجربہ,D
chapter1,1.6,scientific_method,347694,The scientific method in biology starts with:,بائیو لوجی میں سائنسی طریقہ شروع ہوتا ہے:,Hypothesis,ہائپوتھیس,Recognition of a problem,مسئلے کی پہچان سے,Analysis of results,نتائج کا تجزیہ,Deduction,ڈیڈکشن,B
chapter1,1.6,scientific_method,336349,"For biological research, scientific method is called:",طبی تحقیق کےلیے، سائنسی طریقہ کہلاتا ہے:,Scientific method,سائنسی طریقہ,Biological method,بائیولوجیکل طریقہ,Deduction,ڈیڈکشن,Observation,مشاہدہ,B
chapter1,1.6,scientific_method,347695,"Following are the characteristics of a good hypothesis, EXCEPT:",درج ذیل اچھے ہائپوتھیس کی خصوصیات ہیں، سوائے:,Should be a complex statement,ایک پیچیدہ بیان ہونا چاہئے,Should be a tentative data,ایک عارضی ڈیٹا ہونا چاہیے,Should be testable,جانچ کے قابل ہو,Should agree with available observations,دستیاب مشاہدات سے متفق ہو,A
chapter1,1.6,scientific_method,336350,Number of steps of biological method are:,بائیو لوجیکل مسئلے کے مراحل کی تعداد ہے:,Four,چار,Five,پانچ,Six,چھ,Seven,سات,C
chapter1,1.6,scientific_method,347696,Which of the following best describes the logic of the scientific process?,مندرجہ ذیل میں سے کونسا سائنسی عمل کے منطق کوبہتر انداز میں بیان کرتا ہے:,"It generate a testable hypothesis, test and observation will support it",یہ ایک قابل آزمائش ہائپو تھیس تیار کرتا ہے، ٹیسٹ اور مشاہدہ اس کی حمایت کرے گا,"If my prediction is correct, it will lead to testable hypothesis",اگر میری پیشین گوئی درست ہے، تو یہ قابل امتحان ہائپوتھیس کا باعث بنے گی,"If my observations are accurate, they will support my hypothesis",اگر میرے مشاہدات درست ہیں تو وہ میرے مفروضے کی تائید کریں گے,"If my hypothesis is correct, I can except certain test result",اگر میرا مفروضہ درست ہے تو میں کچھ ٹیسٹ کے نتائج کے علاوہ کر سکتا ہوں,C
chapter1,1.6,scientific_method,336351,The first step to solve biological problem is:,بائیولوجیکل مسئلے کو حل کرنے کا پہلا مرحلہ ہے:,Recognition of problem,مسئلے کی پہچان,Observation,مشاہدہ,Hypothesis,ہائپوتھیس,Deduction,ڈیڈکشن,A
chapter1,1.6,scientific_method,336352,Sense organs are.......in numbers:,حسی اعضاء ....... تعداد میں ہیں:,Five,پانچ,Six,چھ,Seven,سات,Eight,آٹھ,A
chapter1,1.6,scientific_method,336355,lt can be tested through experiments belongs to:,تجربات کے ذریعے ٹیسٹ ہوتا ہے:,Observations,مشاہدہ,Deduction,ڈیڈکشن,Hypothesis,ہائپوتھیس,Results,نتائج,C
chapter1,1.6,scientific_method,336356,Logical results of hypothesis are called:,ہائپوتھیس کے منطقی نتائج کہلاتے ہیں:,Deduction,ڈیڈکشن,Experiments,تجربات,Hypothesis,ہائپوتھیس,Observations,مشاہدات,B
chapter1,1.6,scientific_method,336357,The most basic step of biological method is:,بائیولوجیکل میتھڈ کا اہم قدم ہوتا ہے:,Experimentation,تجربات,Observation,مشاہدہ,Deduction,ڈیڈکشن,Hypothesis,ہائپوتھیس,A
chapter1,1.6,scientific_method,336359,Which observations are considered more accurate:,کون سے مشاہدات کو زیادہ درست سمجھا جاتا ہے:,Qualitative,معیاری,Quantitative,مقداری,Both a and b,الف اور ب دونوں,None,کوئی نہیں,B
chapter1,1.7,theory_and_law_principal,336360,What is supported by extensive evidence and have been repeatedly validated by multiple researches and studies:,جس چیز کی تائید وسیع شواہد سے ہوتی ہے اور متعدد تحقیقیوں اور مطالعات سے بار بار تصدیق کی جاتی ہے:,Observation,مشاہدہ,Hypothesis,ہائپوتھیس,Theory,تھیوری,Law,قانون,C
chapter1,1.7,theory_and_law_principal,336361,Theory of evolution explains:,ارتقا کی تھیوری وضاحت کرتی ہے:,How species destroyed over time,کیسے سپی شیز وقت کے ساتھ ختم ہورہی ہیں,How species change over time,کیسے سپی شیز وقت کے ساتھ بدل رہی ہیں,How species originate over time,کیسے سپی شیز وقت کے ساتھ بن رہی ہیں,How species spread over time,کیسے سپی شیز وقت کے ساتھ پھیل رہی ہیں,C
chapter1,1.7,theory_and_law_principal,336362,A scientific law is a uniform:,ایک سائنٹفک لاء ہے:,Repeated approval by experiments,بار بار تجربات سے تصدیق,Constant fact of nature,قدرت کا کبھی نہ بدلنے والا اصول,Both A and B,الف اور ب دونوں,A new hypothesis,ایک نیا ہاہپوتھیس,C
chapter1,1.7,theory_and_law_principal,336363,"When new hypothesis is again proved by experiments, the original hypothesis becomes a:",جب ایک نیا ہائپو تھیس پھر تجربات سے ثابت ہوجائے ہائپوتھیس کا مرکز بن جاتا ہے:,Theory,تھیوری,Law,لاء,Principle,پرنسپل,None,کوئی نہیں,A
chapter1,1.7,theory_and_law_principal,336364,"lf a theory is proved again and again by experiments, it becomes a:",اگر ایک تھیوری بار بار تجربات سے ثابت ہو، یہ بن جاتا ہے:,Law or principle,لاء یا قانون,Theory,تھیوری,Reporting,رپورٹنگ,Results,نتائج,A
chapter1,1.8,malaria_an_example_of_biological_method,336271,People who slept near smoky fire had less chance to suffer from malaria.Why?,جو لوگ دھوئیں والی آگ کے قریب سوتے ہیں، انھیں ملیریا ہونے کا امکان کم کیوں ہوتا ہے؟,Smoke kills Plasmodium in their blood,دھواں ان کے خون میں موجود پلازموڈیم کو ماردیتا ہے,Fire increases temperature and Plasmodium are killed in air,آگ درجہ حرارت بڑھاتی ہے اور پلازموڈیم ہوا میں مرجاتا ہے,Mosquitoes cannot tolerate smoke and are repelled,مچھر دھوئیں کو برداشت نہیں کرپاتے اور وہ دور بھاگ جاتے ہیں,Smoke kills Plasmodium present in mosquitoes,دھواں مچھروں میں موجود پلازموڈیم کو مار دیتا ہے,A
chapter1,1.8,malaria_an_example_of_biological_method,336366,The only remedy for malaria from the 17th to the 20 th century is:,17ویں سے 20ویں صدی تک ملیریا کا واحد علاج یہ ہے:,Streptomycin,سٹرپٹوماسین,Tetracycline,ٹیٹراسائکلائن,Quinine,کوئینائن,Penicillin,پنسلین,C
chapter1,1.8,malaria_an_example_of_biological_method,336367,Which one is the cause of malaria:,ملیریا کا سبب بنتا ہے:,Trypanosoma,ٹرپینوسوما,Plasmodium,پلازموڈیم,Cinchona,سنچونا,Quinine,کوئینائن,B
chapter1,1.8,malaria_an_example_of_biological_method,336369,Who did research on the cause of malaria:,ملیریا کے سبب پر کس نے تحقیق کی ہے:,Ronald Ross,رونالڈ روس,Pasteur,پاسچر,AFA king,اے ایف اے کنگ,Laveran,لاویران,A
chapter1,1.8,malaria_an_example_of_biological_method,336370,"In the experiment to find the cause of malaria, malarial patients were:",ملیریا کا سبب معلوم کرنے کے تجربے میں، ملیریا کا مریض:,Control center,کنٹرول سنٹر ہے,Experimental groups,تجرباتی گروپس,Control group,کنٹرول گروپ,Normal group,عام گروپ,B
chapter1,1.8,malaria_an_example_of_biological_method,336372,Plasmodium is transmitted by:,پلازموڈیم منتقل ہوتا ہے:,Insects,کیڑوں,Mosquito,مچھروں,Planaria,پلانیریا,Earthworms,کیچڑ,B
chapter1,1.8,malaria_an_example_of_biological_method,336373,Which mosquito transmit Plasmodium in man:,کون سا مچھر انسان میں پلازموڈیم منتقل کرتا ہے:,Anopheles,اینوفیلیز,Aedes,ایڈیس,Culex,کیولیکس,Mansonia,مانسونیا,A
chapter1,1.8,malaria_an_example_of_biological_method,336374,Plasmodium causes to spread the disease:,پلازموڈیم کس بیماری کے پھیلاؤ کا باعث بنتا ہے:,Yellow Fever,پیلا بخار,T.B,ٹی۔بی,Polio,پولیو,Malaria,ملیریا,D
chapter1,1.8,malaria_an_example_of_biological_method,336375,The army physician who observed at malaria in 1878:,فوجی معالج نے 1878 میں ملیریا کی وجہ پر تحقیق کی:,Ronald Ross,رونالڈ روس,Mendel,مینڈل,A.F.A. king,اے ایف اے کنگ,Laveran,لیوران,D
chapter1,1.8,malaria_an_example_of_biological_method,336376,"lf Plasmodium is cause of malaria, then all persons ill with malaria should have Plasmodium in their blood.""lt is:",اگر پلازموڈیم ملیریا کا باعث ہے، تو ملیریا کا شکار تمام افراد کے خون میں پلازموڈیم ہونا چاہیے، یہ ہے:,Hypothesis,ہائپوتھیس,Deduction,ڈیڈکشن,Law,قانون,Observation,مشاہدہ,B
chapter1,1.8,malaria_an_example_of_biological_method,336377,"The blood of 100 healthy persons were tested under microscope, this group is called:",مائیکروسکوپ کے ذریعے 100 صحت مند آدمیوں کا معائنہ کیا گیا۔ یہ گروپ کہلاتا ہے:,Control group,کنٹرول گروپ,Malarial group,ملیریل گروپ,Infected,انفیکشن کا شکار,Healthy group,صحت مند گروپ,A
chapter1,1.8,malaria_an_example_of_biological_method,336378,A doctor A.F.A. king made 20 observations on malaria in:,ایک ڈاکٹر اے ایف اے کنگ نےملیریا کے متعلق 20 مشاہدات پیش کیے:,1883AD,1883 میں,1985AD,1985 میں,1829AD,1829 میں,1825AD,1825 میں,A
chapter1,1.8,malaria_an_example_of_biological_method,336380,Ronald Ross done his experiments in:,رونالڈ روس نے اپنے تجربات کیے:,India,انڈیا میں,Japan,جاپان میں,China,چین میں,England,انگلینڈ میں,A
chapter1,1.8,malaria_an_example_of_biological_method,336381,The disease which has killed more people than any other disease is:,بیماری جس نے دوسری بیماریوں کے نسبت زیادہ لوگوں کو مارا تھا۔ وہ ہے:,AIDS,آے آئی ڈی ایس,Hepatitis,ہیپاٹائٹس,Malaria,ملیریا,Typhoid,ٹائیفائیڈ,C
chapter1,1.8,malaria_an_example_of_biological_method,336383,ln sparrows’ malaria is spread by:,چڑیوں میں ملیریا پھیلتا ہے:,Culex,کیولیکس,Anopheles,اینوفلیس,Marshy areas,دلدلی علاقے,Any mosquito,کسی بھی مچھر سے,A
chapter1,1.8,malaria_an_example_of_biological_method,336384,The growth of plasmodium in human body takes place in:,انسانی جسم میں پلازموڈیم کی نشوونما ہوتی ہے:,Stomach,معدہ میں,Small intestine,چھوٹی آنت میں,Liver,جگر میں,Kidneys,گردے میں,A
chapter1,1.8,malaria_an_example_of_biological_method,347697,Malaria is caused by:,ملیریا کی وجہ ہے:,Mosquito,مچھر,Stagnant water,سٹیگنینٹ پانی,Swamp,سوارپ,Plasmodium,پلازموڈیم,D
chapter1,1.8,malaria_an_example_of_biological_method,347699,A.F.A King listed observations:,اے ایف اے کنگ نے مشاہدات دئیے:,10,,20,,30,,40,,B
chapter1,1.8,malaria_an_example_of_biological_method,347700,Who perform experiment on sparrow?,چڑیا پر تجربہ کس نے کیا:,Ross,روس,A.F.A King,اے۔ایف۔اے کنگ,Laveran,لیوران,None of these,ان میں سے کوئی نہیں,A
chapter1,1.8,malaria_an_example_of_biological_method,347701,For the first time who found Plasmodium in the blood of malarial patient?,پہلے دفعہ کس نے ملیریا سے متاثرہ شخص کے خون میں پلازموڈیم دریافت کیا:,Ronald,رونالڈ,Laveran,لیوران,A.F.A King,اے-ایف-اے کنگ,Mendel,مینڈل,B
chapter1,1.8,malaria_an_example_of_biological_method,347702,What is the correct experiment to know that Plasmodium destroys blood cells?,یہ جاننے کا صحیح تجربہ کیا ہے کہ پلازموڈیم خون کے خلیات کو تباہ کرتا ہے؟,Examine the blood of a single healthy person,ایک صحت مند شخص کے خون کی جانچ کریں,Examine the blood of a single infected person,کسی ایک متاثرہ شخص کے خون کی جانچ کریں,Allow mosquito to bite a healthy person and examine his blood,مچھر کو ایک صحت مند انسان کو کاٹنے دیں اوراس کے خون کا مشاہدہ کریں,Examine the blood of some healthy and also some infected persons,کچھ صحت مند اور کچھ متاثرہ افراد کے خون کی جانچ کریں,D
